05_L1_t_PAC1;05_L1_I_PAC1;05_L1_t_K3;05_L1_I_K3;05_L1_t_PAC2;05_L1_I_PAC2;05_L1_t_Rogowsikeinspeisung;05_L1_I_Rogowsikeinspeisung;05_L1_t_Rogowsikprüfling;05_L1_I_Rogowsikprüfling;05_L2_t_PAC1;05_L2_I_PAC1;05_L2_t_K3;05_L2_I_K3;05_L2_t_PAC2;05_L2_I_PAC2;05_L2_t_Rogowsikeinspeisung;05_L2_I_Rogowsikeinspeisung;05_L2_t_Rogowsikprüfling;05_L2_I_Rogowsikprüfling;05_L3_t_PAC1;05_L3_I_PAC1;05_L3_t_K3;05_L3_I_K3;05_L3_t_PAC2;05_L3_I_PAC2;05_L3_t_Rogowsikeinspeisung;05_L3_I_Rogowsikeinspeisung;05_L3_t_Rogowsikprüfling;05_L3_I_Rogowsikprüfling;20_L1_t_PAC1;20_L1_I_PAC1;20_L1_t_K3;20_L1_I_K3;20_L1_t_PAC2;20_L1_I_PAC2;20_L1_t_Rogowsikeinspeisung;20_L1_I_Rogowsikeinspeisung;20_L1_t_Rogowsikprüfling;20_L1_I_Rogowsikprüfling;20_L2_t_PAC1;20_L2_I_PAC1;20_L2_t_K3;20_L2_I_K3;20_L2_t_PAC2;20_L2_I_PAC2;20_L2_t_Rogowsikeinspeisung;20_L2_I_Rogowsikeinspeisung;20_L2_t_Rogowsikprüfling;20_L2_I_Rogowsikprüfling;20_L3_t_PAC1;20_L3_I_PAC1;20_L3_t_K3;20_L3_I_K3;20_L3_t_PAC2;20_L3_I_PAC2;20_L3_t_Rogowsikeinspeisung;20_L3_I_Rogowsikeinspeisung;20_L3_t_Rogowsikprüfling;20_L3_I_Rogowsikprüfling;50_L1_t_PAC1;50_L1_I_PAC1;50_L1_t_K3;50_L1_I_K3;50_L1_t_PAC2;50_L1_I_PAC2;50_L1_t_Rogowsikeinspeisung;50_L1_I_Rogowsikeinspeisung;50_L1_t_Rogowsikprüfling;50_L1_I_Rogowsikprüfling;50_L2_t_PAC1;50_L2_I_PAC1;50_L2_t_K3;50_L2_I_K3;50_L2_t_PAC2;50_L2_I_PAC2;50_L2_t_Rogowsikeinspeisung;50_L2_I_Rogowsikeinspeisung;50_L2_t_Rogowsikprüfling;50_L2_I_Rogowsikprüfling;50_L3_t_PAC1;50_L3_I_PAC1;50_L3_t_K3;50_L3_I_K3;50_L3_t_PAC2;50_L3_I_PAC2;50_L3_t_Rogowsikeinspeisung;50_L3_I_Rogowsikeinspeisung;50_L3_t_Rogowsikprüfling;50_L3_I_Rogowsikprüfling;80_L1_t_PAC1;80_L1_I_PAC1;80_L1_t_K3;80_L1_I_K3;80_L1_t_PAC2;80_L1_I_PAC2;80_L1_t_Rogowsikeinspeisung;80_L1_I_Rogowsikeinspeisung;80_L1_t_Rogowsikprüfling;80_L1_I_Rogowsikprüfling;80_L2_t_PAC1;80_L2_I_PAC1;80_L2_t_K3;80_L2_I_K3;80_L2_t_PAC2;80_L2_I_PAC2;80_L2_t_Rogowsikeinspeisung;80_L2_I_Rogowsikeinspeisung;80_L2_t_Rogowsikprüfling;80_L2_I_Rogowsikprüfling;80_L3_t_PAC1;80_L3_I_PAC1;80_L3_t_K3;80_L3_I_K3;80_L3_t_PAC2;80_L3_I_PAC2;80_L3_t_Rogowsikeinspeisung;80_L3_I_Rogowsikeinspeisung;80_L3_t_Rogowsikprüfling;80_L3_I_Rogowsikprüfling;90_L1_t_PAC1;90_L1_I_PAC1;90_L1_t_K3;90_L1_I_K3;90_L1_t_PAC2;90_L1_I_PAC2;90_L1_t_Rogowsikeinspeisung;90_L1_I_Rogowsikeinspeisung;90_L1_t_Rogowsikprüfling;90_L1_I_Rogowsikprüfling;90_L2_t_PAC1;90_L2_I_PAC1;90_L2_t_K3;90_L2_I_K3;90_L2_t_PAC2;90_L2_I_PAC2;90_L2_t_Rogowsikeinspeisung;90_L2_I_Rogowsikeinspeisung;90_L2_t_Rogowsikprüfling;90_L2_I_Rogowsikprüfling;90_L3_t_PAC1;90_L3_I_PAC1;90_L3_t_K3;90_L3_I_K3;90_L3_t_PAC2;90_L3_I_PAC2;90_L3_t_Rogowsikeinspeisung;90_L3_I_Rogowsikeinspeisung;90_L3_t_Rogowsikprüfling;90_L3_I_Rogowsikprüfling;100_L1_t_PAC1;100_L1_I_PAC1;100_L1_t_K3;100_L1_I_K3;100_L1_t_PAC2;100_L1_I_PAC2;100_L1_t_Rogowsikeinspeisung;100_L1_I_Rogowsikeinspeisung;100_L1_t_Rogowsikprüfling;100_L1_I_Rogowsikprüfling;100_L2_t_PAC1;100_L2_I_PAC1;100_L2_t_K3;100_L2_I_K3;100_L2_t_PAC2;100_L2_I_PAC2;100_L2_t_Rogowsikeinspeisung;100_L2_I_Rogowsikeinspeisung;100_L2_t_Rogowsikprüfling;100_L2_I_Rogowsikprüfling;100_L3_t_PAC1;100_L3_I_PAC1;100_L3_t_K3;100_L3_I_K3;100_L3_t_PAC2;100_L3_I_PAC2;100_L3_t_Rogowsikeinspeisung;100_L3_I_Rogowsikeinspeisung;100_L3_t_Rogowsikprüfling;100_L3_I_Rogowsikprüfling;120_L1_t_PAC1;120_L1_I_PAC1;120_L1_t_K3;120_L1_I_K3;120_L1_t_PAC2;120_L1_I_PAC2;120_L1_t_Rogowsikeinspeisung;120_L1_I_Rogowsikeinspeisung;120_L1_t_Rogowsikprüfling;120_L1_I_Rogowsikprüfling;120_L2_t_PAC1;120_L2_I_PAC1;120_L2_t_K3;120_L2_I_K3;120_L2_t_PAC2;120_L2_I_PAC2;120_L2_t_Rogowsikeinspeisung;120_L2_I_Rogowsikeinspeisung;120_L2_t_Rogowsikprüfling;120_L2_I_Rogowsikprüfling;120_L3_t_PAC1;120_L3_I_PAC1;120_L3_t_K3;120_L3_I_K3;120_L3_t_PAC2;120_L3_I_PAC2;120_L3_t_Rogowsikeinspeisung;120_L3_I_Rogowsikeinspeisung;120_L3_t_Rogowsikprüfling;120_L3_I_Rogowsikprüfling
10;190.559722900391;10;195.3125;10;190.59114074707;10;186.631942749023;10;0.0;10;183.764144897461;10;177.08332824707;10;184.246719360352;10;177.951385498047;10;0.0;10;225.134231567383;10;210.9375;10;225.537475585938;10;186.631942749023;10;0.0;10;817.85107421875;10;815.104187011719;10;816.680603027344;10;807.291625976563;10;0.0;10;835.939208984375;10;823.784729003906;10;837.014404296875;10;847.800903320313;10;0.0;10;794.673889160156;10;772.569458007813;10;794.762817382813;10;807.291625976563;10;0.0;10;2003.701171875;10;2017.36108398438;10;1999.33984375;10;1982.06018066406;10;0.0;10;1994.88696289063;10;1986.11108398438;10;1996.34777832031;10;2013.88891601563;10;0.0;10;1987.75964355469;10;1972.22216796875;10;1986.56481933594;10;1982.06018066406;10;0.0;10;3198.26489257813;10;3223.09033203125;10;3190.515625;10;3166.9560546875;10;0.0;10;3216.66918945313;10;3210.06958007813;10;3215.54467773438;10;3240.74047851563;10;0.0;10;3200.96142578125;10;3192.70849609375;10;3198.85131835938;10;3166.9560546875;10;0.0;10;3612.34692382813;10;3631.94458007813;10;3605.29223632813;10;3577.83544921875;10;0.0;10;3615.1748046875;10;3605.90283203125;10;3614.09838867188;10;3644.38647460938;10;0.0;10;3614.20727539063;10;3602.4306640625;10;3610.97729492188;10;3577.83544921875;10;0.0;10;4013.31079101563;10;4050.34741210938;10;4008.21362304688;10;3978.587890625;10;0.0;10;4044.3974609375;10;4037.32641601563;10;4046.37329101563;10;4053.81958007813;10;0.0;10;4023.12231445313;10;4011.28466796875;10;4019.91186523438;10;3978.587890625;10;0.0;10;4773.49072265625;10;4809.02783203125;10;4761.03564453125;10;4732.349609375;10;0.0;10;4809.92333984375;10;4802.951171875;10;4807.19091796875;10;5049.18994140625;10;0.0;10;4793.119140625;10;4774.3056640625;10;5181.33935546875;10;4732.349609375;10;0.0
11;190.548156738281;11;196.180541992188;11;192.98893737793;11;186.631942749023;11;0.0;11;183.759902954102;11;177.08332824707;11;184.185195922852;11;179.398147583008;11;0.0;11;225.164291381836;11;210.069442749023;11;225.545166015625;11;186.631942749023;11;0.0;11;817.85107421875;11;815.104187011719;11;816.556762695313;11;807.291625976563;11;0.0;11;835.780883789063;11;824.652770996094;11;837.153503417969;11;847.800903320313;11;0.0;11;794.850708007813;11;772.569458007813;11;794.901550292969;11;807.291625976563;11;0.0;11;2004.10192871094;11;2016.4931640625;11;1999.95520019531;11;1980.61352539063;11;0.0;11;1994.30187988281;11;1986.11108398438;11;1996.40344238281;11;2012.44226074219;11;0.0;11;1988.16345214844;11;1972.22216796875;11;1986.86804199219;11;1980.61352539063;11;0.0;11;3198.85961914063;11;3222.22216796875;11;3191.77880859375;11;3168.40283203125;11;0.0;11;3217.14086914063;11;3197.91674804688;11;3214.42553710938;11;3242.1875;11;0.0;11;3200.36083984375;11;3192.70849609375;11;3197.830078125;11;3168.40283203125;11;0.0;11;3613.33154296875;11;3633.68041992188;11;3605.80883789063;11;3573.49536132813;11;0.0;11;3613.36669921875;11;3606.77075195313;11;3615.07861328125;11;3642.93994140625;11;0.0;11;3613.40795898438;11;3602.4306640625;11;3610.72290039063;11;3573.49536132813;11;0.0;11;4022.65185546875;11;4050.34741210938;11;4015.5283203125;11;3982.92797851563;11;0.0;11;4044.27001953125;11;4037.32641601563;11;4045.95239257813;11;4065.3935546875;11;0.0;11;4023.17309570313;11;4012.15258789063;11;4019.64086914063;11;3982.92797851563;11;0.0;11;4775.06689453125;11;4828.125;11;4761.83740234375;11;4728.00927734375;11;0.0;11;4810.99072265625;11;4801.21533203125;11;4808.181640625;11;5049.18994140625;11;0.0;11;4792.55224609375;11;4779.513671875;11;5179.23388671875;11;4728.00927734375;11;0.0
12;196.153823852539;12;196.180541992188;12;192.98893737793;12;190.972213745117;12;0.0;12;183.680313110352;12;176.215270996094;12;184.124221801758;12;189.525466918945;12;0.0;12;225.107696533203;12;210.069442749023;12;225.524826049805;12;190.972213745117;12;0.0;12;817.776245117188;12;815.104187011719;12;816.490661621094;12;807.291625976563;12;0.0;12;836.090026855469;12;824.652770996094;12;837.425415039063;12;847.800903320313;12;0.0;12;795.104125976563;12;772.569458007813;12;795.182922363281;12;807.291625976563;12;0.0;12;2004.84191894531;12;2017.36108398438;12;2000.28344726563;12;1982.06018066406;12;0.0;12;1994.27819824219;12;1986.97912597656;12;1996.56677246094;12;2012.44226074219;12;0.0;12;1988.21801757813;12;1971.35424804688;12;1986.78820800781;12;1982.06018066406;12;0.0;12;3200.5966796875;12;3218.75;12;3192.869140625;12;3168.40283203125;12;0.0;12;3212.42333984375;12;3207.46533203125;12;3214.212890625;12;3242.1875;12;0.0;12;3199.91259765625;12;3188.36791992188;12;3197.60791015625;12;3168.40283203125;12;0.0;12;3610.97583007813;12;3633.68041992188;12;3602.95361328125;12;3573.49536132813;12;0.0;12;3613.81616210938;12;3605.03491210938;12;3615.51708984375;12;3642.93994140625;12;0.0;12;3613.96118164063;12;3601.5625;12;3610.57495117188;12;3573.49536132813;12;0.0;12;4022.84155273438;12;4047.7431640625;12;4014.87646484375;12;3982.92797851563;12;0.0;12;4044.16162109375;12;4038.1943359375;12;4045.3505859375;12;4075.52099609375;12;0.0;12;4022.84423828125;12;4011.28466796875;12;4019.38354492188;12;3982.92797851563;12;0.0;12;4774.541015625;12;4845.48583984375;12;4761.07763671875;12;4728.00927734375;12;0.0;12;4810.86572265625;12;4811.6318359375;12;4809.0625;12;5049.18994140625;12;0.0;12;4791.58251953125;12;4781.25;12;5177.69384765625;12;4728.00927734375;12;0.0
13;196.277725219727;13;195.3125;13;196.296173095703;13;190.972213745117;13;0.0;13;183.649459838867;13;177.08332824707;13;184.095367431641;13;189.525466918945;13;0.0;13;225.098419189453;13;210.9375;13;225.534576416016;13;190.972213745117;13;0.0;13;817.402770996094;13;814.236145019531;13;816.416137695313;13;807.291625976563;13;0.0;13;835.987060546875;13;823.784729003906;13;837.160278320313;13;847.800903320313;13;0.0;13;795.032287597656;13;772.569458007813;13;795.079895019531;13;807.291625976563;13;0.0;13;2004.59057617188;13;2017.36108398438;13;2000.00500488281;13;1982.06018066406;13;0.0;13;1995.11962890625;13;1986.97912597656;13;1995.82153320313;13;2012.44226074219;13;0.0;13;1987.53466796875;13;1973.09033203125;13;1986.36376953125;13;1982.06018066406;13;0.0;13;3200.20727539063;13;3221.35424804688;13;3192.92456054688;13;3165.50952148438;13;0.0;13;3213.83666992188;13;3206.59741210938;13;3216.81201171875;13;3239.2939453125;13;0.0;13;3201.05200195313;13;3188.36791992188;13;3199.63525390625;13;3165.50952148438;13;0.0;13;3608.85302734375;13;3633.68041992188;13;3600.93212890625;13;3573.49536132813;13;0.0;13;3612.5048828125;13;3606.77075195313;13;3616.15795898438;13;3641.49291992188;13;0.0;13;3613.96118164063;13;3600.6943359375;13;3611.78369140625;13;3573.49536132813;13;0.0;13;4023.69970703125;13;4047.7431640625;13;4015.61743164063;13;3981.4814453125;13;0.0;13;4044.552734375;13;4038.1943359375;13;4045.17846679688;13;4075.52099609375;13;0.0;13;4021.99633789063;13;4011.28466796875;13;4013.8759765625;13;3981.4814453125;13;0.0;13;4774.3193359375;13;4851.5625;13;4761.06591796875;13;4728.00927734375;13;0.0;13;4818.2685546875;13;4812.5;13;4809.4599609375;13;5049.18994140625;13;0.0;13;4794.31884765625;13;4780.3818359375;13;5177.18701171875;13;4728.00927734375;13;0.0
14;196.286560058594;14;195.3125;14;196.296173095703;14;190.972213745117;14;0.0;14;183.607162475586;14;177.08332824707;14;184.138214111328;14;212.673614501953;14;0.0;14;225.162857055664;14;210.9375;14;225.586044311523;14;190.972213745117;14;0.0;14;817.406677246094;14;815.104187011719;14;816.138488769531;14;807.291625976563;14;0.0;14;835.999084472656;14;825.520812988281;14;837.47412109375;14;847.800903320313;14;0.0;14;795.178100585938;14;773.4375;14;795.287841796875;14;807.291625976563;14;0.0;14;2004.23645019531;14;2018.22924804688;14;1999.88586425781;14;1983.50695800781;14;0.0;14;1995.26782226563;14;1986.97912597656;14;1995.95373535156;14;2012.44226074219;14;0.0;14;1988.24243164063;14;1973.09033203125;14;1986.791015625;14;1983.50695800781;14;0.0;14;3195.05908203125;14;3219.6181640625;14;3187.07055664063;14;3164.0625;14;0.0;14;3213.18408203125;14;3205.72900390625;14;3219.17504882813;14;3239.2939453125;14;0.0;14;3203.47387695313;14;3188.36791992188;14;3201.2529296875;14;3164.0625;14;0.0;14;3608.83203125;14;3633.68041992188;14;3601.18090820313;14;3573.49536132813;14;0.0;14;3612.89697265625;14;3606.77075195313;14;3616.37133789063;14;3641.49291992188;14;0.0;14;3615.07934570313;14;3600.6943359375;14;3612.123046875;14;3573.49536132813;14;0.0;14;4023.59423828125;14;4048.61108398438;14;4014.99462890625;14;3981.4814453125;14;0.0;14;4044.51220703125;14;4037.32641601563;14;4034.18017578125;14;4074.07397460938;14;0.0;14;3990.94580078125;14;4011.28466796875;14;3983.1328125;14;3981.4814453125;14;0.0;14;4782.203125;14;4851.5625;14;4777.982421875;14;4767.07177734375;14;0.0;14;4820.18115234375;14;4812.5;14;4810.82763671875;14;5056.42333984375;14;0.0;14;4793.16357421875;14;4780.3818359375;14;5172.20751953125;14;4767.07177734375;14;0.0
15;196.292190551758;15;196.180541992188;15;196.310363769531;15;190.972213745117;15;0.0;15;183.562225341797;15;176.215270996094;15;184.154220581055;15;212.673614501953;15;0.0;15;225.20849609375;15;210.9375;15;225.605895996094;15;190.972213745117;15;0.0;15;817.563720703125;15;815.104187011719;15;816.237060546875;15;807.291625976563;15;0.0;15;836.380004882813;15;824.652770996094;15;837.181945800781;15;847.800903320313;15;0.0;15;794.98486328125;15;773.4375;15;795.0009765625;15;807.291625976563;15;0.0;15;2004.52197265625;15;2016.4931640625;15;2000.06750488281;15;1982.06018066406;15;0.0;15;1995.35009765625;15;1986.11108398438;15;1995.79089355469;15;2013.88891601563;15;0.0;15;1988.54089355469;15;1972.22216796875;15;1987.36511230469;15;1982.06018066406;15;0.0;15;3196.8623046875;15;3217.8818359375;15;3189.744140625;15;3165.50952148438;15;0.0;15;3212.97729492188;15;3204.86108398438;15;3219.10180664063;15;3237.84716796875;15;0.0;15;3203.40356445313;15;3188.36791992188;15;3201.2216796875;15;3165.50952148438;15;0.0;15;3609.2021484375;15;3635.41674804688;15;3601.17724609375;15;3574.94213867188;15;0.0;15;3614.01318359375;15;3607.638671875;15;3616.8125;15;3641.49291992188;15;0.0;15;3615.33227539063;15;3602.4306640625;15;3611.78833007813;15;3574.94213867188;15;0.0;15;4021.71899414063;15;4048.61108398438;15;4013.11303710938;15;4146.412109375;15;0.0;15;4043.82299804688;15;4036.45849609375;15;4030.01684570313;15;4074.07397460938;15;0.0;15;3983.2861328125;15;4010.41674804688;15;3979.931640625;15;4146.412109375;15;0.0;15;4809.51025390625;15;4850.6943359375;15;4799.9296875;15;4767.07177734375;15;0.0;15;4820.7333984375;15;4812.5;15;4811.61962890625;15;5056.42333984375;15;0.0;15;4792.5185546875;15;4781.25;15;5167.541015625;15;4767.07177734375;15;0.0
16;196.350128173828;16;196.180541992188;16;196.384674072266;16;190.972213745117;16;0.0;16;183.535308837891;16;176.215270996094;16;184.176681518555;16;189.525466918945;16;0.0;16;225.228424072266;16;210.9375;16;225.661285400391;16;190.972213745117;16;0.0;16;817.5751953125;16;815.104187011719;16;816.332458496094;16;807.291625976563;16;0.0;16;836.114074707031;16;824.652770996094;16;827.926086425781;16;847.800903320313;16;0.0;16;793.223815917969;16;773.4375;16;792.768615722656;16;807.291625976563;16;0.0;16;2005.03076171875;16;2017.36108398438;16;2000.79846191406;16;1983.50695800781;16;0.0;16;1994.60583496094;16;1986.11108398438;16;1997.009765625;16;2013.88891601563;16;0.0;16;1989.25207519531;16;1973.09033203125;16;1988.21936035156;16;1983.50695800781;16;0.0;16;3197.78442382813;16;3222.22216796875;16;3189.98291015625;16;3165.50952148438;16;0.0;16;3214.29736328125;16;3210.06958007813;16;3220.60009765625;16;3237.84716796875;16;0.0;16;3203.4541015625;16;3191.84008789063;16;3201.06103515625;16;3165.50952148438;16;0.0;16;3609.06323242188;16;3635.41674804688;16;3601.17333984375;16;3574.94213867188;16;0.0;16;3614.01318359375;16;3607.638671875;16;3616.55151367188;16;3641.49291992188;16;0.0;16;3615.470703125;16;3602.4306640625;16;3612.4228515625;16;3574.94213867188;16;0.0;16;4021.79907226563;16;4040.79858398438;16;4013.23266601563;16;4252.025390625;16;0.0;16;4044.15771484375;16;4028.64575195313;16;4028.91259765625;16;4075.52099609375;16;0.0;16;3982.51904296875;16;3973.09033203125;16;3979.13061523438;16;4252.025390625;16;0.0;16;4816.80712890625;16;4852.4306640625;16;4803.3837890625;16;4771.412109375;16;0.0;16;4821.9287109375;16;4814.236328125;16;4809.63427734375;16;5057.8701171875;16;0.0;16;4790.46826171875;16;4782.1181640625;16;5155.25732421875;16;4771.412109375;16;0.0
17;196.342086791992;17;195.3125;17;196.368896484375;17;190.972213745117;17;0.0;17;183.566482543945;17;176.215270996094;17;184.200347900391;17;189.525466918945;17;0.0;17;225.251327514648;17;210.9375;17;225.666580200195;17;190.972213745117;17;0.0;17;818.0380859375;17;815.104187011719;17;816.642700195313;17;807.291625976563;17;0.0;17;836.336730957031;17;824.652770996094;17;820.715270996094;17;847.800903320313;17;0.0;17;790.195678710938;17;773.4375;17;790.214294433594;17;807.291625976563;17;0.0;17;2004.98022460938;17;2017.36108398438;17;2000.68286132813;17;1986.40051269531;17;0.0;17;1994.56604003906;17;1986.11108398438;17;1997.009765625;17;2013.88891601563;17;0.0;17;1989.25207519531;17;1973.09033203125;17;1988.21936035156;17;1986.40051269531;17;0.0;17;3196.52709960938;17;3223.09033203125;17;3189.06665039063;17;3166.9560546875;17;0.0;17;3217.66015625;17;3210.06958007813;17;3220.0546875;17;3240.74047851563;17;0.0;17;3202.69580078125;17;3191.84008789063;17;3200.3662109375;17;3166.9560546875;17;0.0;17;3609.51879882813;17;3634.548828125;17;3601.40502929688;17;3574.94213867188;17;0.0;17;3614.59985351563;17;3607.638671875;17;3616.55151367188;17;3642.93994140625;17;0.0;17;3615.470703125;17;3602.4306640625;17;3612.4228515625;17;3574.94213867188;17;0.0;17;4022.44262695313;17;4040.79858398438;17;4013.62036132813;17;4250.57861328125;17;0.0;17;4035.20556640625;17;4023.4375;17;4029.82006835938;17;4071.18041992188;17;0.0;17;3982.82666015625;17;3970.48608398438;17;3979.51831054688;17;4250.57861328125;17;0.0;17;4816.58984375;17;4853.298828125;17;4802.685546875;17;4771.412109375;17;0.0;17;4823.298828125;17;4815.97216796875;17;4809.63427734375;17;5059.3173828125;17;0.0;17;4789.0849609375;17;4782.1181640625;17;5155.25732421875;17;4771.412109375;17;0.0
18;196.323196411133;18;196.180541992188;18;196.337066650391;18;190.972213745117;18;0.0;18;183.565612792969;18;176.215270996094;18;184.213317871094;18;189.525466918945;18;0.0;18;225.282653808594;18;210.9375;18;225.697601318359;18;190.972213745117;18;0.0;18;817.85302734375;18;811.631958007813;18;816.508972167969;18;807.291625976563;18;0.0;18;836.217041015625;18;823.784729003906;18;820.230651855469;18;847.800903320313;18;0.0;18;789.701293945313;18;772.569458007813;18;789.829528808594;18;807.291625976563;18;0.0;18;2003.93151855469;18;2017.36108398438;18;1999.34973144531;18;1980.61352539063;18;0.0;18;1994.31225585938;18;1986.11108398438;18;1979.22570800781;18;2012.44226074219;18;0.0;18;1988.45874023438;18;1973.09033203125;18;1982.75439453125;18;1980.61352539063;18;0.0;18;3197.46704101563;18;3223.95825195313;18;3190.74584960938;18;3166.9560546875;18;0.0;18;3217.5615234375;18;3211.80541992188;18;3219.40625;18;3240.74047851563;18;0.0;18;3201.87841796875;18;3191.84008789063;18;3199.5849609375;18;3166.9560546875;18;0.0;18;3609.51879882813;18;3635.41674804688;18;3601.95092773438;18;3574.94213867188;18;0.0;18;3615.2607421875;18;3607.638671875;18;3596.87280273438;18;3642.93994140625;18;0.0;18;3610.47094726563;18;3602.4306640625;18;3607.22216796875;18;3574.94213867188;18;0.0;18;4022.61010742188;18;4041.66674804688;18;4012.60986328125;18;3977.14111328125;18;0.0;18;4029.38720703125;18;4020.83325195313;18;4030.84619140625;18;4068.287109375;18;0.0;18;3982.82666015625;18;3969.6181640625;18;3979.93432617188;18;3977.14111328125;18;0.0;18;4818.712890625;18;4851.5625;18;4803.345703125;18;4771.412109375;18;0.0;18;4822.927734375;18;4814.236328125;18;4808.13916015625;18;5062.21044921875;18;0.0;18;4787.90380859375;18;4781.25;18;5150.3310546875;18;4771.412109375;18;0.0
19;196.318008422852;19;196.180541992188;19;196.373168945313;19;190.972213745117;19;0.0;19;183.58903503418;19;176.215270996094;19;184.191421508789;19;189.525466918945;19;0.0;19;225.256256103516;19;210.9375;19;225.675354003906;19;190.972213745117;19;0.0;19;817.994506835938;19;779.513854980469;19;816.705871582031;19;807.291625976563;19;0.0;19;829.138916015625;19;809.895874023438;19;820.427917480469;19;847.800903320313;19;0.0;19;789.852661132813;19;769.097229003906;19;789.840026855469;19;807.291625976563;19;0.0;19;2004.83251953125;19;2017.36108398438;19;2000.40051269531;19;1980.61352539063;19;0.0;19;1995.60876464844;19;1986.97912597656;19;1979.22570800781;19;2012.44226074219;19;0.0;19;1982.69519042969;19;1973.95837402344;19;1982.75439453125;19;1980.61352539063;19;0.0;19;3199.52026367188;19;3223.09033203125;19;3192.09545898438;19;3168.40283203125;19;0.0;19;3219.0146484375;19;3210.9375;19;3218.56958007813;19;3242.1875;19;0.0;19;3199.82836914063;19;3190.10424804688;19;3198.39672851563;19;3168.40283203125;19;0.0;19;3611.2841796875;19;3635.41674804688;19;3603.42626953125;19;3574.94213867188;19;0.0;19;3614.91821289063;19;3606.77075195313;19;3598.83349609375;19;3982.92797851563;19;0.0;19;3608.28784179688;19;3602.4306640625;19;3605.4365234375;19;3574.94213867188;19;0.0;19;4015.521484375;19;4041.66674804688;19;4005.89599609375;19;3974.24755859375;19;0.0;19;4027.0517578125;19;4020.83325195313;19;4030.15698242188;19;4066.84033203125;19;0.0;19;3983.419921875;19;3970.48608398438;19;3980.24096679688;19;3974.24755859375;19;0.0;19;4818.81787109375;19;4848.95849609375;19;4804.3779296875;19;4769.96533203125;19;0.0;19;4821.7900390625;19;4814.236328125;19;4807.607421875;19;5060.76416015625;19;0.0;19;4788.1875;19;4779.513671875;19;5155.16455078125;19;4769.96533203125;19;0.0
20;196.392303466797;20;196.180541992188;20;196.388458251953;20;190.972213745117;20;0.0;20;183.60612487793;20;177.08332824707;20;184.179168701172;20;189.525466918945;20;0.0;20;225.188735961914;20;210.9375;20;225.60725402832;20;190.972213745117;20;0.0;20;817.876281738281;20;765.625;20;816.457214355469;20;774.016235351563;20;0.0;20;820.091125488281;20;807.291625976563;20;825.073364257813;20;837.673645019531;20;0.0;20;794.954406738281;20;768.229187011719;20;799.099731445313;20;774.016235351563;20;0.0;20;2004.56909179688;20;1997.39587402344;20;2000.05883789063;20;1980.61352539063;20;0.0;20;1995.60876464844;20;1980.90270996094;20;1979.169921875;20;2012.44226074219;20;0.0;20;1982.63940429688;20;1973.09033203125;20;1981.55261230469;20;1980.61352539063;20;0.0;20;3200.2421875;20;3223.09033203125;20;3192.88427734375;20;3168.40283203125;20;0.0;20;3218.69482421875;20;3210.9375;20;3219.111328125;20;3242.1875;20;0.0;20;3199.82836914063;20;3189.236328125;20;3197.93579101563;20;3168.40283203125;20;0.0;20;3610.98315429688;20;3605.90283203125;20;3603.47485351563;20;3574.94213867188;20;0.0;20;3614.91821289063;20;3594.6181640625;20;3599.4150390625;20;3982.92797851563;20;0.0;20;3607.0732421875;20;3600.6943359375;20;3604.62963867188;20;3574.94213867188;20;0.0;20;4014.68408203125;20;4039.9306640625;20;4005.72290039063;20;3974.24755859375;20;0.0;20;4028.34350585938;20;4022.5693359375;20;4029.81372070313;20;4058.15966796875;20;0.0;20;3983.419921875;20;3969.6181640625;20;3980.53271484375;20;3974.24755859375;20;0.0;20;4818.4326171875;20;4848.95849609375;20;4804.66796875;20;4769.96533203125;20;0.0;20;4820.8203125;20;4812.5;20;4807.607421875;20;5060.76416015625;20;0.0;20;4788.1875;20;4776.90966796875;20;5155.16455078125;20;4769.96533203125;20;0.0
