05_L1_t_PAC1;05_L1_I_PAC1;05_L1_t_K3;05_L1_I_K3;05_L1_t_PAC2;05_L1_I_PAC2;05_L1_t_Rogowsikeinspeisung;05_L1_I_Rogowsikeinspeisung;05_L1_t_Rogowsikprüfling;05_L1_I_Rogowsikprüfling;05_L2_t_PAC1;05_L2_I_PAC1;05_L2_t_K3;05_L2_I_K3;05_L2_t_PAC2;05_L2_I_PAC2;05_L2_t_Rogowsikeinspeisung;05_L2_I_Rogowsikeinspeisung;05_L2_t_Rogowsikprüfling;05_L2_I_Rogowsikprüfling;05_L3_t_PAC1;05_L3_I_PAC1;05_L3_t_K3;05_L3_I_K3;05_L3_t_PAC2;05_L3_I_PAC2;05_L3_t_Rogowsikeinspeisung;05_L3_I_Rogowsikeinspeisung;05_L3_t_Rogowsikprüfling;05_L3_I_Rogowsikprüfling;20_L1_t_PAC1;20_L1_I_PAC1;20_L1_t_K3;20_L1_I_K3;20_L1_t_PAC2;20_L1_I_PAC2;20_L1_t_Rogowsikeinspeisung;20_L1_I_Rogowsikeinspeisung;20_L1_t_Rogowsikprüfling;20_L1_I_Rogowsikprüfling;20_L2_t_PAC1;20_L2_I_PAC1;20_L2_t_K3;20_L2_I_K3;20_L2_t_PAC2;20_L2_I_PAC2;20_L2_t_Rogowsikeinspeisung;20_L2_I_Rogowsikeinspeisung;20_L2_t_Rogowsikprüfling;20_L2_I_Rogowsikprüfling;20_L3_t_PAC1;20_L3_I_PAC1;20_L3_t_K3;20_L3_I_K3;20_L3_t_PAC2;20_L3_I_PAC2;20_L3_t_Rogowsikeinspeisung;20_L3_I_Rogowsikeinspeisung;20_L3_t_Rogowsikprüfling;20_L3_I_Rogowsikprüfling;50_L1_t_PAC1;50_L1_I_PAC1;50_L1_t_K3;50_L1_I_K3;50_L1_t_PAC2;50_L1_I_PAC2;50_L1_t_Rogowsikeinspeisung;50_L1_I_Rogowsikeinspeisung;50_L1_t_Rogowsikprüfling;50_L1_I_Rogowsikprüfling;50_L2_t_PAC1;50_L2_I_PAC1;50_L2_t_K3;50_L2_I_K3;50_L2_t_PAC2;50_L2_I_PAC2;50_L2_t_Rogowsikeinspeisung;50_L2_I_Rogowsikeinspeisung;50_L2_t_Rogowsikprüfling;50_L2_I_Rogowsikprüfling;50_L3_t_PAC1;50_L3_I_PAC1;50_L3_t_K3;50_L3_I_K3;50_L3_t_PAC2;50_L3_I_PAC2;50_L3_t_Rogowsikeinspeisung;50_L3_I_Rogowsikeinspeisung;50_L3_t_Rogowsikprüfling;50_L3_I_Rogowsikprüfling;80_L1_t_PAC1;80_L1_I_PAC1;80_L1_t_K3;80_L1_I_K3;80_L1_t_PAC2;80_L1_I_PAC2;80_L1_t_Rogowsikeinspeisung;80_L1_I_Rogowsikeinspeisung;80_L1_t_Rogowsikprüfling;80_L1_I_Rogowsikprüfling;80_L2_t_PAC1;80_L2_I_PAC1;80_L2_t_K3;80_L2_I_K3;80_L2_t_PAC2;80_L2_I_PAC2;80_L2_t_Rogowsikeinspeisung;80_L2_I_Rogowsikeinspeisung;80_L2_t_Rogowsikprüfling;80_L2_I_Rogowsikprüfling;80_L3_t_PAC1;80_L3_I_PAC1;80_L3_t_K3;80_L3_I_K3;80_L3_t_PAC2;80_L3_I_PAC2;80_L3_t_Rogowsikeinspeisung;80_L3_I_Rogowsikeinspeisung;80_L3_t_Rogowsikprüfling;80_L3_I_Rogowsikprüfling;90_L1_t_PAC1;90_L1_I_PAC1;90_L1_t_K3;90_L1_I_K3;90_L1_t_PAC2;90_L1_I_PAC2;90_L1_t_Rogowsikeinspeisung;90_L1_I_Rogowsikeinspeisung;90_L1_t_Rogowsikprüfling;90_L1_I_Rogowsikprüfling;90_L2_t_PAC1;90_L2_I_PAC1;90_L2_t_K3;90_L2_I_K3;90_L2_t_PAC2;90_L2_I_PAC2;90_L2_t_Rogowsikeinspeisung;90_L2_I_Rogowsikeinspeisung;90_L2_t_Rogowsikprüfling;90_L2_I_Rogowsikprüfling;90_L3_t_PAC1;90_L3_I_PAC1;90_L3_t_K3;90_L3_I_K3;90_L3_t_PAC2;90_L3_I_PAC2;90_L3_t_Rogowsikeinspeisung;90_L3_I_Rogowsikeinspeisung;90_L3_t_Rogowsikprüfling;90_L3_I_Rogowsikprüfling;100_L1_t_PAC1;100_L1_I_PAC1;100_L1_t_K3;100_L1_I_K3;100_L1_t_PAC2;100_L1_I_PAC2;100_L1_t_Rogowsikeinspeisung;100_L1_I_Rogowsikeinspeisung;100_L1_t_Rogowsikprüfling;100_L1_I_Rogowsikprüfling;100_L2_t_PAC1;100_L2_I_PAC1;100_L2_t_K3;100_L2_I_K3;100_L2_t_PAC2;100_L2_I_PAC2;100_L2_t_Rogowsikeinspeisung;100_L2_I_Rogowsikeinspeisung;100_L2_t_Rogowsikprüfling;100_L2_I_Rogowsikprüfling;100_L3_t_PAC1;100_L3_I_PAC1;100_L3_t_K3;100_L3_I_K3;100_L3_t_PAC2;100_L3_I_PAC2;100_L3_t_Rogowsikeinspeisung;100_L3_I_Rogowsikeinspeisung;100_L3_t_Rogowsikprüfling;100_L3_I_Rogowsikprüfling;120_L1_t_PAC1;120_L1_I_PAC1;120_L1_t_K3;120_L1_I_K3;120_L1_t_PAC2;120_L1_I_PAC2;120_L1_t_Rogowsikeinspeisung;120_L1_I_Rogowsikeinspeisung;120_L1_t_Rogowsikprüfling;120_L1_I_Rogowsikprüfling;120_L2_t_PAC1;120_L2_I_PAC1;120_L2_t_K3;120_L2_I_K3;120_L2_t_PAC2;120_L2_I_PAC2;120_L2_t_Rogowsikeinspeisung;120_L2_I_Rogowsikeinspeisung;120_L2_t_Rogowsikprüfling;120_L2_I_Rogowsikprüfling;120_L3_t_PAC1;120_L3_I_PAC1;120_L3_t_K3;120_L3_I_K3;120_L3_t_PAC2;120_L3_I_PAC2;120_L3_t_Rogowsikeinspeisung;120_L3_I_Rogowsikeinspeisung;120_L3_t_Rogowsikprüfling;120_L3_I_Rogowsikprüfling
521;201.094146728516;521;199.652770996094;521;201.076538085938;521;195.3125;521;0.0;521;200.416122436523;521;193.576385498047;521;200.916412353516;521;205.439819335938;521;0.0;521;202.091018676758;521;187.5;521;202.481704711914;521;195.3125;521;0.0;521;806.137756347656;521;802.083312988281;521;804.760498046875;521;794.270874023438;521;0.0;521;787.014282226563;521;774.305541992188;521;788.1708984375;521;801.504638671875;521;0.0;521;801.155517578125;521;779.513854980469;521;801.224304199219;521;794.270874023438;521;0.0;521;1960.2138671875;521;1972.22216796875;521;1955.59313964844;521;1940.10424804688;521;0.0;521;1989.81140136719;521;1980.90270996094;521;1995.00891113281;521;2008.10180664063;521;0.0;521;2015.08959960938;521;1993.92358398438;521;2010.05529785156;521;1940.10424804688;521;0.0;521;3174.57397460938;521;3195.3125;521;3167.14916992188;521;3143.80786132813;521;0.0;521;3186.28125;521;3179.6875;521;3186.77172851563;521;3210.35888671875;521;0.0;521;3191.3916015625;521;3177.95141601563;521;3188.89819335938;521;3143.80786132813;521;0.0;521;3607.27294921875;521;3634.548828125;521;3603.41040039063;521;3573.49536132813;521;0.0;521;3615.38452148438;521;3607.638671875;521;3618.30322265625;521;3642.93994140625;521;0.0;521;3616.84545898438;521;3602.4306640625;521;3614.130859375;521;3573.49536132813;521;0.0;521;3989.59057617188;521;4017.36108398438;521;3981.17456054688;521;3949.65283203125;521;0.0;521;3969.63061523438;521;3962.673828125;521;3972.3427734375;521;4172.45361328125;521;0.0;521;3973.41845703125;521;3960.9375;521;4337.8369140625;521;3949.65283203125;521;0.0;521;4764.97998046875;521;4796.875;521;4752.4375;521;4719.32861328125;521;0.0;521;4803.6474609375;521;4794.27099609375;521;4780.26416015625;521;5040.50927734375;521;0.0;521;4775.26953125;521;4791.66650390625;521;5124.5078125;521;4719.32861328125;521;0.0
522;201.110275268555;522;200.52082824707;522;201.104904174805;522;195.3125;522;0.0;522;200.352554321289;522;193.576385498047;522;200.938674926758;522;206.886566162109;522;0.0;522;202.058898925781;522;187.5;522;202.396667480469;522;195.3125;522;0.0;522;805.925964355469;522;802.951354980469;522;804.55126953125;522;794.270874023438;522;0.0;522;786.89990234375;522;774.305541992188;522;788.230102539063;522;800.057861328125;522;0.0;522;801.067443847656;522;779.513854980469;522;801.212829589844;522;794.270874023438;522;0.0;522;1960.05493164063;522;1972.22216796875;522;1955.6611328125;522;1940.10424804688;522;0.0;522;1990.77038574219;522;1981.77087402344;522;2008.91357421875;522;2008.10180664063;522;0.0;522;2015.77062988281;522;1993.92358398438;522;2014.60791015625;522;1940.10424804688;522;0.0;522;3174.40307617188;522;3193.57641601563;522;3167.02490234375;522;3145.25463867188;522;0.0;522;3186.37670898438;522;3177.95141601563;522;3193.0703125;522;3210.35888671875;522;0.0;522;3194.35595703125;522;3177.95141601563;522;3192.99658203125;522;3145.25463867188;522;0.0;522;3610.95458984375;522;3633.68041992188;522;3603.08251953125;522;3572.04858398438;522;0.0;522;3615.64990234375;522;3608.50708007813;522;3619.232421875;522;3644.38647460938;522;0.0;522;3617.56884765625;522;3602.4306640625;522;3614.36474609375;522;3572.04858398438;522;0.0;522;3989.37255859375;522;4016.4931640625;522;3981.26953125;522;3951.099609375;522;0.0;522;3971.2314453125;522;3962.673828125;522;3983.72705078125;522;4172.45361328125;522;0.0;522;3986.06811523438;522;3960.06958007813;522;4362.3779296875;522;3951.099609375;522;0.0;522;4764.43798828125;522;4793.40283203125;522;4751.71337890625;522;4719.32861328125;522;0.0;522;4800.15234375;522;4784.72216796875;522;4780.87548828125;522;5040.50927734375;522;0.0;522;4779.9296875;522;4771.701171875;522;5127.947265625;522;4719.32861328125;522;0.0
523;201.092742919922;523;199.652770996094;523;201.090057373047;523;193.865753173828;523;0.0;523;200.350860595703;523;193.576385498047;523;200.976989746094;523;206.886566162109;523;0.0;523;202.026901245117;523;187.5;523;202.395446777344;523;193.865753173828;523;0.0;523;806.048461914063;523;802.951354980469;523;804.565979003906;523;794.270874023438;523;0.0;523;787.071472167969;523;774.305541992188;523;788.259033203125;523;801.504638671875;523;0.0;523;801.171325683594;523;779.513854980469;523;801.360229492188;523;794.270874023438;523;0.0;523;1960.44140625;523;1996.52783203125;523;1955.16284179688;523;1942.99768066406;523;0.0;523;1992.37463378906;523;1990.45141601563;523;2008.91357421875;523;2008.10180664063;523;0.0;523;2015.63159179688;523;1998.26391601563;523;2014.60791015625;523;1942.99768066406;523;0.0;523;3174.5068359375;523;3193.57641601563;523;3167.474609375;523;3145.25463867188;523;0.0;523;3185.86669921875;523;3177.95141601563;523;3200.90649414063;523;3210.35888671875;523;0.0;523;3198.21606445313;523;3178.8193359375;523;3195.46533203125;523;3145.25463867188;523;0.0;523;3609.88110351563;523;3634.548828125;523;3601.83178710938;523;3572.04858398438;523;0.0;523;3615.7744140625;523;3608.50708007813;523;3618.37451171875;523;3644.38647460938;523;0.0;523;3618.21899414063;523;3603.29858398438;523;3612.7783203125;523;3572.04858398438;523;0.0;523;3989.86254882813;523;4018.22924804688;523;3981.88403320313;523;3951.099609375;523;0.0;523;3970.2607421875;523;3961.80541992188;523;3987.74169921875;523;4172.45361328125;523;0.0;523;4010.603515625;523;3960.06958007813;523;4376.5078125;523;3951.099609375;523;0.0;523;4765.56982421875;523;4793.40283203125;523;4753.8818359375;523;4717.8818359375;523;0.0;523;4800.15234375;523;4782.986328125;523;4793.71923828125;523;5034.72216796875;523;0.0;523;4781.0361328125;523;4762.15283203125;523;5132.58154296875;523;4717.8818359375;523;0.0
524;201.037094116211;524;200.52082824707;524;201.010665893555;524;193.865753173828;524;0.0;524;200.31640625;524;193.576385498047;524;200.918197631836;524;206.886566162109;524;0.0;524;202.050216674805;524;186.631942749023;524;202.402908325195;524;193.865753173828;524;0.0;524;805.798828125;524;802.951354980469;524;804.484558105469;524;795.717590332031;524;0.0;524;787.088745117188;524;774.305541992188;524;788.439575195313;524;802.951354980469;524;0.0;524;801.246154785156;524;779.513854980469;524;801.342407226563;524;795.717590332031;524;0.0;524;1960.85485839844;524;2022.56945800781;524;1956.59741210938;524;1942.99768066406;524;0.0;524;2003.93725585938;524;1996.52783203125;524;2009.55224609375;524;2009.54858398438;524;0.0;524;2015.728515625;524;2000.0;524;2014.8212890625;524;1942.99768066406;524;0.0;524;3175.21728515625;524;3204.86108398438;524;3167.62841796875;524;3142.36108398438;524;0.0;524;3185.1318359375;524;3182.29150390625;524;3203.7216796875;524;3211.80541992188;524;0.0;524;3197.265625;524;3182.29150390625;524;3194.5625;524;3142.36108398438;524;0.0;524;3608.88916015625;524;3634.548828125;524;3601.83178710938;524;3574.94213867188;524;0.0;524;3616.5517578125;524;3608.50708007813;524;3607.67309570313;524;3644.38647460938;524;0.0;524;3593.48754882813;524;3603.29858398438;524;3583.884765625;524;3574.94213867188;524;0.0;524;3990.38110351563;524;4019.96533203125;524;3982.43798828125;524;3949.65283203125;524;0.0;524;3970.37231445313;524;3973.09033203125;524;3986.36010742188;524;4172.45361328125;524;0.0;524;4010.06689453125;524;3973.09033203125;524;4378.05126953125;524;3949.65283203125;524;0.0;524;4763.14306640625;524;4793.40283203125;524;4752.236328125;524;4717.8818359375;524;0.0;524;4791.6015625;524;4779.513671875;524;4793.71923828125;524;5034.72216796875;524;0.0;524;4781.0361328125;524;4762.15283203125;524;5132.58154296875;524;4717.8818359375;524;0.0
525;201.072860717773;525;199.652770996094;525;201.088241577148;525;193.865753173828;525;0.0;525;200.306579589844;525;193.576385498047;525;200.907073974609;525;206.886566162109;525;0.0;525;202.037399291992;525;186.631942749023;525;202.408645629883;525;193.865753173828;525;0.0;525;806.013122558594;525;802.951354980469;525;804.603332519531;525;794.270874023438;525;0.0;525;787.216857910156;525;774.305541992188;525;788.270080566406;525;798.611145019531;525;0.0;525;801.289916992188;525;779.513854980469;525;801.403869628906;525;794.270874023438;525;0.0;525;1968.64477539063;525;2024.30554199219;525;1970.27416992188;525;1960.35876464844;525;0.0;525;2007.47180175781;525;1998.26391601563;525;2009.64709472656;525;2009.54858398438;525;0.0;525;2016.06176757813;525;2000.0;525;2014.84826660156;525;1960.35876464844;525;0.0;525;3173.25927734375;525;3237.84716796875;525;3165.98657226563;525;3142.36108398438;525;0.0;525;3188.8310546875;525;3190.10424804688;525;3204.69213867188;525;3210.35888671875;525;0.0;525;3197.13842773438;525;3185.763671875;525;3194.19165039063;525;3142.36108398438;525;0.0;525;3609.40380859375;525;3634.548828125;525;3602.08203125;525;3574.94213867188;525;0.0;525;3616.89575195313;525;3610.24291992188;525;3606.18920898438;525;3644.38647460938;525;0.0;525;3585.4267578125;525;3604.16650390625;525;3582.55444335938;525;3574.94213867188;525;0.0;525;3990.07934570313;525;4023.4375;525;3981.96557617188;525;3949.65283203125;525;0.0;525;3977.64111328125;525;3979.16650390625;525;3986.56591796875;525;4175.34716796875;525;0.0;525;4009.76513671875;525;3996.52783203125;525;4376.353515625;525;3949.65283203125;525;0.0;525;4763.14306640625;525;4828.125;525;4750.17529296875;525;4716.43505859375;525;0.0;525;4798.00048828125;525;4792.53466796875;525;4795.416015625;525;5027.48828125;525;0.0;525;4782.58056640625;525;4768.22900390625;525;5132.7822265625;525;4716.43505859375;525;0.0
526;201.044326782227;526;199.652770996094;526;201.064682006836;526;193.865753173828;526;0.0;526;200.294036865234;526;193.576385498047;526;200.96110534668;526;206.886566162109;526;0.0;526;202.051895141602;526;186.631942749023;526;202.437698364258;526;193.865753173828;526;0.0;526;806.039978027344;526;802.951354980469;526;804.635986328125;526;794.270874023438;526;0.0;526;787.141723632813;526;774.305541992188;526;788.262817382813;526;798.611145019531;526;0.0;526;801.347045898438;526;779.513854980469;526;801.514709472656;526;794.270874023438;526;0.0;526;2003.58605957031;526;2023.4375;526;1970.27416992188;526;1989.2939453125;526;0.0;526;2007.75378417969;526;1998.26391601563;526;2008.19567871094;526;2024.01623535156;526;0.0;526;2014.95007324219;526;2000.0;526;2013.86853027344;526;1989.2939453125;526;0.0;526;3173.29443359375;526;3237.84716796875;526;3165.97290039063;526;3172.74291992188;526;0.0;526;3198.63232421875;526;3194.4443359375;526;3205.03857421875;526;3220.48608398438;526;0.0;526;3196.98193359375;526;3184.02783203125;526;3194.26953125;526;3172.74291992188;526;0.0;526;3609.994140625;526;3632.8125;526;3602.349609375;526;3573.49536132813;526;0.0;526;3617.60864257813;526;3609.375;526;3606.40283203125;526;3645.83349609375;526;0.0;526;3586.19213867188;526;3592.01391601563;526;3582.95361328125;526;3573.49536132813;526;0.0;526;3990.51220703125;526;4023.4375;526;3982.62182617188;526;3955.43994140625;526;0.0;526;3985.98583984375;526;3979.16650390625;526;3986.939453125;526;4212.962890625;526;0.0;526;4008.77978515625;526;3996.52783203125;526;4375.70263671875;526;3955.43994140625;526;0.0;526;4762.029296875;526;4832.46533203125;526;4749.634765625;526;4716.43505859375;526;0.0;526;4804.470703125;526;4795.138671875;526;4796.19970703125;526;5027.48828125;526;0.0;526;4783.1728515625;526;4766.4931640625;526;5134.24560546875;526;4716.43505859375;526;0.0
527;200.958694458008;527;199.652770996094;527;200.940628051758;527;193.865753173828;527;0.0;527;200.290420532227;527;193.576385498047;527;201.040481567383;527;206.886566162109;527;0.0;527;202.083557128906;527;186.631942749023;527;202.468780517578;527;193.865753173828;527;0.0;527;806.070495605469;527;802.951354980469;527;804.609130859375;527;794.270874023438;527;0.0;527;787.358093261719;527;774.305541992188;527;788.206726074219;527;798.611145019531;527;0.0;527;801.362670898438;527;779.513854980469;527;801.487915039063;527;794.270874023438;527;0.0;527;2011.75964355469;527;2024.30554199219;527;2007.01184082031;527;1992.1875;527;0.0;527;2008.28735351563;527;1999.13195800781;527;2008.94921875;527;2026.90979003906;527;0.0;527;2015.13610839844;527;2000.0;527;2014.10815429688;527;1992.1875;527;0.0;527;3188.37426757813;527;3238.71508789063;527;3188.78540039063;527;3172.74291992188;527;0.0;527;3201.48583984375;527;3194.4443359375;527;3205.41918945313;527;3220.48608398438;527;0.0;527;3197.1044921875;527;3184.89575195313;527;3193.60766601563;527;3172.74291992188;527;0.0;527;3610.04077148438;527;3630.20825195313;527;3602.35766601563;527;3573.49536132813;527;0.0;527;3608.06127929688;527;3595.48608398438;527;3607.0615234375;527;3645.83349609375;527;0.0;527;3585.966796875;527;3572.04858398438;527;3582.61987304688;527;3573.49536132813;527;0.0;527;3992.19995117188;527;4022.5693359375;527;3985.03125;527;3955.43994140625;527;0.0;527;3985.42724609375;527;3977.4306640625;527;3986.279296875;527;4212.962890625;527;0.0;527;4008.71606445313;527;3995.65966796875;527;4375.67578125;527;3955.43994140625;527;0.0;527;4785.6123046875;527;4833.33349609375;527;4754.5966796875;527;4749.71044921875;527;0.0;527;4804.470703125;527;4796.875;527;4793.84423828125;527;5036.16845703125;527;0.0;527;4783.64404296875;527;4768.22900390625;527;5134.837890625;527;4749.71044921875;527;0.0
528;200.950256347656;528;199.652770996094;528;200.944351196289;528;193.865753173828;528;0.0;528;200.246841430664;528;193.576385498047;528;201.051055908203;528;206.886566162109;528;0.0;528;202.091827392578;528;186.631942749023;528;202.472747802734;528;193.865753173828;528;0.0;528;805.841430664063;528;802.951354980469;528;804.401794433594;528;794.270874023438;528;0.0;528;787.290283203125;528;774.305541992188;528;788.3017578125;528;798.611145019531;528;0.0;528;801.542053222656;528;779.513854980469;528;801.582214355469;528;794.270874023438;528;0.0;528;2011.9228515625;528;2024.30554199219;528;2007.01184082031;528;1992.1875;528;0.0;528;2008.48254394531;528;1998.26391601563;528;2009.13806152344;528;2026.90979003906;528;0.0;528;2015.07385253906;528;1999.13195800781;528;2014.04260253906;528;1992.1875;528;0.0;528;3215.97509765625;528;3238.71508789063;528;3210.89990234375;528;3185.76391601563;528;0.0;528;3202.75;528;3196.1806640625;528;3205.99389648438;528;3226.27294921875;528;0.0;528;3196.54272460938;528;3184.02783203125;528;3193.5068359375;528;3185.76391601563;528;0.0;528;3609.36450195313;528;3631.94458007813;528;3601.10180664063;528;3572.04858398438;528;0.0;528;3604.255859375;528;3597.22216796875;528;3607.11010742188;528;3634.25952148438;528;0.0;528;3586.47485351563;528;3572.91674804688;528;3583.2265625;528;3572.04858398438;528;0.0;528;3995.68603515625;528;4023.4375;528;3987.60400390625;528;3955.43994140625;528;0.0;528;3985.47924804688;528;3978.29858398438;528;3986.279296875;528;4189.81494140625;528;0.0;528;4009.50390625;528;3995.65966796875;528;4375.67578125;528;3955.43994140625;528;0.0;528;4799.77294921875;528;4834.20166015625;528;4787.6396484375;528;4749.71044921875;528;0.0;528;4807.53955078125;528;4798.61083984375;528;4793.84423828125;528;5036.16845703125;528;0.0;528;4784.71826171875;528;4769.96533203125;528;5134.837890625;528;4749.71044921875;528;0.0
529;201.017318725586;529;200.52082824707;529;200.994552612305;529;193.865753173828;529;0.0;529;200.302383422852;529;193.576385498047;529;201.090698242188;529;205.439819335938;529;0.0;529;202.078125;529;186.631942749023;529;202.471084594727;529;193.865753173828;529;0.0;529;806.067443847656;529;802.951354980469;529;804.664672851563;529;794.270874023438;529;0.0;529;787.199951171875;529;774.305541992188;529;788.068054199219;529;802.951354980469;529;0.0;529;801.125915527344;529;779.513854980469;529;801.212463378906;529;794.270874023438;529;0.0;529;2012.05419921875;529;2024.30554199219;529;2007.36877441406;529;1990.74072265625;529;0.0;529;2006.97094726563;529;1998.26391601563;529;2009.52819824219;529;2026.90979003906;529;0.0;529;2014.67797851563;529;2000.0;529;2013.61010742188;529;1990.74072265625;529;0.0;529;3217.96533203125;529;3238.71508789063;529;3210.5087890625;529;3185.76391601563;529;0.0;529;3203.28173828125;529;3196.1806640625;529;3206.16967773438;529;3226.27294921875;529;0.0;529;3196.7236328125;529;3184.02783203125;529;3193.96752929688;529;3185.76391601563;529;0.0;529;3606.07080078125;529;3631.076171875;529;3598.10278320313;529;3572.04858398438;529;0.0;529;3604.56665039063;529;3596.35424804688;529;3606.97119140625;529;3634.25952148438;529;0.0;529;3586.99609375;529;3572.04858398438;529;3584.34692382813;529;3572.04858398438;529;0.0;529;3995.14819335938;529;4022.5693359375;529;3987.4267578125;529;3955.43994140625;529;0.0;529;3985.44921875;529;3978.29858398438;529;3987.17749023438;529;4189.81494140625;529;0.0;529;4009.0283203125;529;3994.79174804688;529;4375.9736328125;529;3955.43994140625;529;0.0;529;4799.77294921875;529;4835.0693359375;529;4787.6396484375;529;4754.05078125;529;0.0;529;4808.43505859375;529;4797.7431640625;529;4795.7314453125;529;5044.849609375;529;0.0;529;4784.19140625;529;4769.96533203125;529;5129.0595703125;529;4754.05078125;529;0.0
530;201.023056030273;530;199.652770996094;530;201.003860473633;530;193.865753173828;530;0.0;530;200.384170532227;530;193.576385498047;530;201.108612060547;530;206.886566162109;530;0.0;530;202.132507324219;530;186.631942749023;530;202.516143798828;530;193.865753173828;530;0.0;530;806.206176757813;530;802.951354980469;530;804.744750976563;530;794.270874023438;530;0.0;530;787.154846191406;530;774.305541992188;530;788.295593261719;530;802.951354980469;530;0.0;530;801.102355957031;530;779.513854980469;530;801.299255371094;530;794.270874023438;530;0.0;530;2012.21997070313;530;2024.30554199219;530;2007.25988769531;530;1990.74072265625;530;0.0;530;2007.79943847656;530;1999.13195800781;530;2009.43420410156;530;2025.46301269531;530;0.0;530;2014.67346191406;530;1999.13195800781;530;2013.49853515625;530;1990.74072265625;530;0.0;530;3218.32202148438;530;3239.58349609375;530;3211.69067382813;530;3188.65747070313;530;0.0;530;3203.39868164063;530;3196.1806640625;530;3206.16772460938;530;3227.71997070313;530;0.0;530;3196.44360351563;530;3183.15991210938;530;3193.84057617188;530;3188.65747070313;530;0.0;530;3606.5048828125;530;3631.076171875;530;3599.26342773438;530;3570.60205078125;530;0.0;530;3604.73950195313;530;3597.22216796875;530;3607.28735351563;530;3632.8125;530;0.0;530;3587.125;530;3572.91674804688;530;3583.68798828125;530;3570.60205078125;530;0.0;530;3995.33911132813;530;4023.4375;530;3987.28076171875;530;3955.43994140625;530;0.0;530;3984.6865234375;530;3978.29858398438;530;3986.86010742188;530;4189.81494140625;530;0.0;530;4010.12280273438;530;3995.65966796875;530;4376.57177734375;530;3955.43994140625;530;0.0;530;4802.10302734375;530;4834.20166015625;530;4788.8447265625;530;4754.05078125;530;0.0;530;4805.94873046875;530;4795.138671875;530;4795.7314453125;530;5044.849609375;530;0.0;530;4784.8310546875;530;4771.701171875;530;5129.0595703125;530;4754.05078125;530;0.0
531;201.064590454102;531;200.52082824707;531;201.080200195313;531;193.865753173828;531;0.0;531;200.405334472656;531;193.576385498047;531;201.116333007813;531;206.886566162109;531;0.0;531;202.122467041016;531;186.631942749023;531;202.528213500977;531;193.865753173828;531;0.0;531;806.18701171875;531;802.951354980469;531;804.824340820313;531;794.270874023438;531;0.0;531;787.235656738281;531;774.305541992188;531;788.380920410156;531;798.611145019531;531;0.0;531;801.2216796875;531;779.513854980469;531;801.410400390625;531;794.270874023438;531;0.0;531;2011.30383300781;531;2022.56945800781;531;2006.67883300781;531;1990.74072265625;531;0.0;531;2008.17004394531;531;1999.13195800781;531;2009.13623046875;531;2025.46301269531;531;0.0;531;2014.55688476563;531;1999.13195800781;531;2013.41748046875;531;1990.74072265625;531;0.0;531;3218.6162109375;531;3239.58349609375;531;3211.12548828125;531;3188.65747070313;531;0.0;531;3203.89819335938;531;3196.1806640625;531;3206.248046875;531;3227.71997070313;531;0.0;531;3196.49389648438;531;3183.15991210938;531;3193.87377929688;531;3188.65747070313;531;0.0;531;3607.49047851563;531;3631.94458007813;531;3599.54077148438;531;3570.60205078125;531;0.0;531;3604.99072265625;531;3597.22216796875;531;3607.501953125;531;3632.8125;531;0.0;531;3586.25830078125;531;3573.78466796875;531;3583.05932617188;531;3570.60205078125;531;0.0;531;3995.22827148438;531;4022.5693359375;531;3987.69018554688;531;3955.43994140625;531;0.0;531;3984.88916015625;531;3977.4306640625;531;3986.59301757813;531;4189.81494140625;531;0.0;531;4009.8818359375;531;3994.79174804688;531;4377.1748046875;531;3955.43994140625;531;0.0;531;4802.87841796875;531;4835.0693359375;531;4789.2587890625;531;4755.49755859375;531;0.0;531;4807.2431640625;531;4797.7431640625;531;4796.2939453125;531;5041.95654296875;531;0.0;531;4784.5205078125;531;4771.701171875;531;5129.11767578125;531;4755.49755859375;531;0.0
